"Населено място","Търговски обект","Наименование на продукта","Код на продукта","Категория","Цена на дребно","Цена в промоция"
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КИСЕЛО МЛЯКО 2% 400 ГР БОР ЧВОР","090019","7","0.76",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КИСЕЛО МЛЯКО 3,6% 400 ГР БОР ЧВОР","090020","7","0.81",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КИСЕЛО МЛЯКО ПРОБИОТИК 3,6% 400 ГР БОР ЧВОР","090027","7","0.97",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗНП КРАВЕ КМ 2% 500 ГР БУЛГАРЕА","090031","7","0.97",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗНП КРАВЕ КМ 3,6% 500 ГР БУЛГАРЕА","090032","7","1.02",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КИСЕЛО МЛЯКО 4,5% 400+100 ГР ОПИЦВЕТ","090051","7","0.97",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КИСЕЛО МЛЯКО 2% 400 ГР ЛЕСИДРЕН","090052","7","1.02",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КИСЕЛО МЛЯКО 3,6% 400 ГР ЛЕСИДРЕН","090053","7","1.07",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КМ 3,6% 400 ГР ШОПСКО","090054","7","0.71",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗНП КРАВЕ КИСЕЛО МЛЯКО 2% 400+100 ГР ОПИЦВЕТ","090062","7","0.86",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗНП КРАВЕ КИСЕЛО МЛЯКО 3,6% 400+100 ГР ОПИЦВЕТ","090063","7","0.92","0.79"
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КИСЕЛО МЛЯКО 2% 400 ГР ЕЛИТ","090081","7","0.81","0.61"
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КИСЕЛО МЛЯКО 3,6% 400 ГР ЕЛИТ","090082","7","0.84","0.64"
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КИСЕЛО МЛЯКО 3,6% 400 ГР МИЛК ЛЕНД ЖОСИ","090092","7","0.81",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ИЗВАРА 400 ГР ОЛИМПУС КОФИЧКА","090099","14","2.29",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КМ 3,6% 400 ГР ОЛИМПУС","090120","7","0.92",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗНП КРАВЕ КМ 3,6% 400 ГР ВЕРЕЯ","090152","7","0.92",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КРАВЕ КМ 2% 400 ГР ВЕРЕЯ","090163","7","0.86","0.69"
