"Населено място","Търговски обект","Наименование на продукта","Код на продукта",Категория,"Цена на дребно","Цена в промоция"
68134,1,"Четка за зъби Colgate Classic Deep Clean Medium",DG1L32BBM,80,0.86,
68134,1,"Кафе на зърна Melitta CafeBar Selection, Espresso Classic, 1 кг",DG2JK93BM,71,19.94,
68134,1,"Кафе на зърна Melitta Bellacrema selection des jahres, 1 кг",DG3V1SMBM,71,20.99,
68134,1,"Кафе на зърна Julius Meinl Vienna Espresso, 1кг",DG4JYGMBM,71,44.47,
68134,1,"Кафе на зърна Dallmayr Crema d'Oro Selektion des Jahres, 1 кг",DG4T77YBM,71,32.21,
68134,1,"Паста за зъби Colgate Total Whitening, 100 мл",DG56ZYMBM,81,4.08,
68134,1,"Билков чай J.T. Ronnefeldt, Leafcup® Refreshing Mint, 15 пакетчета, 21 гр",DG5V8MBBM,72,6.35,
68134,1,"Паста за зъби Elgydium Antiplaca, 75 мл",DG8X03MBM,81,5.92,
68134,1,"Шампоан с екстракт от мента Wash&Go , 360 мл",DG9HKQMBM,82,3.26,
68134,1,"Крем-шампоан Le Petit Olivier, Подхранващ, С масло от маслина, карите и арган, 250 мл",DGD94JYBM,82,5.1,
68134,1,"Кафе на зърна Beans Republic, Solaria 100% Арабика, 1 кг",DGFG1J3BM,71,26.58,
68134,1,"Паста за зъби Lacalut Sensitive, 75 мл",DGGWCKBBM,81,3.57,
68134,1,"Детска паста за зъби Vademecum Bio, 6+ години, Мента, 50 мл",DGHYK3MBM,81,2.04,
68134,1,"Комплект четки за зъби Swissdent Colors Arosa, Light rose, Rose, Dark green, 3 бр.",DGJBHFYBM,80,7.05,
68134,1,"Кафе на зърна Beans Republic Revigo, Арабика и Робуста, 1 кг",DGJJS4YBM,71,28.11,
68134,1,"Твърд сапун Protex PRO Hydra Care, 90 гр",DGK6PK3BM,83,1.06,
68134,1,"Паста за зъби Aquafresh Kids, 50 мл",DGL2ZBBBM,81,1.93,
68134,1,"Паста за зъби Marvis Orange Blossom Bloom, 75 мл",DGRJDXMBM,81,17.99,
68134,1,"Мокри кърпички за плочки и фаянс Poliboy, 15 броя",DGY3WCMBM,84,6.18,
68134,1,"Детски шампоан Garnier Botanic Therapy Disney Kids, С екстракт от череша и бадемово масло, 250 мл",DH3W7QMBM,82,9.99,
68134,1,"Сапун Palmolive Green Tea & Cucumber, 90 гр",DH65QBBBM,83,1.06,
68134,1,"Паста за зъби Elgydium Whitening, 100 мл",DHGX03MBM,81,7.15,
68134,1,"Натурален шампоан Faith in Nature, Освежаващ, С грейпфрут и портокал, За нормална или мазна коса, 400 мл",DHGYR7MBM,82,17.99,
68134,1,"Четка за зъби Sensodyne Multi Care Medium",DHKMF6BBM,80,3.57,
68134,1,"Шампоан за коса Cherry Blossom, Kundal, 500 мл",DHKVYXMBM,82,32.99,
68134,1,"Кафе на зърна L'OR Espresso Forza, 1 кг",DHXQ7JMBM,71,43.82,
68134,1,"Черен чай Dammann 4 Fruits Rouges, 24 пакетчета, Индивидуално опаковани, 48 гр",DJ2NPLBBM,72,15.33,
68134,1,"Кафе на зърна Movenpick Barista Espresso, 1 кг",DJ3XCBBBM,71,26.64,
68134,1,"Паста за зъби Colgate за децата, Възраст 3-5 години, 50 мл",DJ56ZYMBM,81,2.04,
68134,1,"Билков чай J.T. Ronnefeldt, Teavelope® Camomile, 25 пакетчета, 37.5 гр",DJ5V8MBBM,72,8.18,
68134,1,"Четка за зъби Aquafresh Bamboo Medium",DJ8T8PMBM,80,3.57,
68134,1,"Паста за зъби iWhite Whitening Sensitive, 75 мл",DJB6HYYBM,81,21.99,
68134,1,"Мляно кафе Lavazza Qualita Oro, Метална кутия, 250гр",DJH9W9BBM,70,8.67,
68134,1,"Кафе на зърна Doncafe Home Barista Deep Cream, 1 кг",DJMRQMYBM,71,25.99,
68134,1,"Хидратиращ шампоан, С масло от авокадо, Без сулфати, 400 мл",DJPH8N3BM,82,10.22,
68134,1,"Шампоан Nivea Men Deep, 400 мл",DJPQKJBBM,82,5.61,
68134,1,"Кафе на зърна L'OR Crema Absolu Classique, 1 кг",DJXQ7JMBM,71,35.63,
68134,1,"Шампоан Revox Plex Bond Care, За всеки тип коса, Step 4, 260 мл",DK0YCFMBM,82,9.5,
68134,1,"Зелен чай Dammann, Miss Dammann, 24 пакетчета, Индивидуално опаковани, 48 гр",DK2NPLBBM,72,15.84,
68134,1,"Кафе на зърна Taylors of Harrogate, Rich Italian, 100% арабика, 1 кг",DK33TZBBM,71,29.14,
68134,1,"Сапун Palmolive Milk & Honey, 90 гр",DK65QBBBM,83,1.06,
68134,1,"Плодов чай J.T. Ronnefeldt, Leafcup® Sweet Berries, 15 пакетчета, 48 гр",DK6V8MBBM,72,8.69,
68134,1,"Четка за зъби Aquafresh in between, За почистване на междузъбните пространства",DK9K8PMBM,80,1.78,
68134,1,"Шампоан Schauma 7 Билки, 250 мл",DKGMRBBBM,82,3.06,
68134,1,"Мляно кафе Tchibo Privat Kaffee African Blue, 250 гр",DKJTCBBBM,70,11.75,
68134,1,"Кафе на зърна Lavazza Tierra Selection, 1 кг",DKK9D5BBM,71,33.83,
68134,1,"Черен чай Тейлърс от Харогейт, Yorkshire Caramelized Brew, 40 неиндивидуално опаковани пакетчета, 112 гр",DKL4H43BM,72,4.39,
68134,1,"Сапун против акне Argital със зелена глина, прополис и мед, 100 гр",DKSXKJ3BM,83,6.53,
68134,1,"Детска паста за зъби Sensodyne Pronamel Kids 0-6 години, 50 мл",DKVX8SYBM,81,3.82,
68134,1,"Кафе на зърна Tchibo Café Crema Intense, 1 кг",DKY5P5BBM,71,21.05,
